Date,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,is_month_end,is_month_start,is_quarter_end,dom_bin,trend,sin_365d_k1,cos_365d_k1,sin_365d_k2,cos_365d_k2,sin_365d_k3,cos_365d_k3,sin_365d_k4,cos_365d_k4,sin_7d_k1,cos_7d_k1,sin_7d_k2,cos_7d_k2,sin_7d_k3,cos_7d_k3,rev_lag_365,rev_lag_364,rev_lag_728,rev_lag365_roll7,rev_lag365_roll30,log_rev_lag_365,log_monthly_avg,monthly_avg_rev,trend_multiplier,days_to_tet,pre_tet_7d,pre_tet_14d,post_tet_7d,is_fixed_holiday,is_tet_holiday,is_black_friday_month,is_1111,is_1212,sessions_lag_365,visitors_lag_365,n_active_promos,max_promo_discount,has_stackable_promo
2023-05-10,2023,5,10,2,130,19,2,0,0,0,0,0,3962,0.7856498550787147,-0.6186714032625031,-0.9721181966290612,-0.23449138957041052,0.4171936026123165,0.908817637339503,0.45590669350846025,-0.8900275764346759,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,3668495.19,4347378.73,4782841.68,3617538.9899999998,4432688.242000001,15.115292378564023,15.316198116514087,4484770.553548387,1.0045184113855334,108,0,0,0,0,0,0,0,0,39754.0,28238.0,0,0.0,0
2023-05-11,2023,5,11,3,131,19,2,0,0,0,0,1,3963,0.7748840413670407,-0.6321034111873487,-0.9796136916454901,-0.20089055513063528,0.4635502709028508,0.8860706215341381,0.39359027665646695,-0.9192859697186104,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,4347378.73,4753134.02,5666923.8,3729896.382857143,4489360.509000001,15.285083860653101,15.316198116514087,4484770.553548387,1.0045532474054584,109,0,0,0,0,0,0,0,0,38601.0,27372.0,0,0.0,0
2023-05-12,2023,5,12,4,132,19,2,0,0,0,0,1,3964,0.7638886127905428,-0.6453481132295501,-0.9859481499638303,-0.1670516255021195,0.5086709438521045,0.8609610158889943,0.3294084822245307,-0.9441875088341992,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,4753134.02,3479131.38,5250104.11,4013717.238571428,4509229.072,15.374314962514358,15.316198116514087,4484770.553548387,1.0045880846334727,110,0,0,0,0,0,0,0,0,39174.0,29779.0,0,0.0,0
2023-05-13,2023,5,13,5,133,19,2,1,0,0,0,1,3965,0.7526668275320085,-0.6584015846980488,-0.9911140639934546,-0.13301470653419636,0.5524353131676191,0.8335557718385702,0.26366549272800816,-0.9646141756912432,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,3479131.38,4406804.98,3858160.76,4204807.907142857,4452267.81,15.06229350457428,15.316198116514087,4484770.553548387,1.0046229230696189,111,0,0,0,0,0,0,0,0,42638.0,34379.0,0,0.0,0
2023-05-14,2023,5,14,6,134,19,2,1,0,0,0,1,3966,0.7412220108485958,-0.6712599575675313,-0.9951053111006974,-0.09882013873287211,0.5947266869607636,0.8039279618328211,0.19667288979357758,-0.9804691603616318,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,4406804.98,4455089.7,3981359.06,4274877.588571428,4373369.194666667,15.298660717440864,15.316198116514087,4484770.553548387,1.0046577627139381,112,0,0,0,0,0,0,0,0,45546.0,36408.0,0,0.0,0
2023-05-15,2023,5,15,0,135,20,2,0,0,0,0,1,3967,0.7295575540864875,-0.6839194216246106,-0.9979171608653922,-0.06450844944931625,0.6354323008901765,0.772156584499165,0.1287481774525807,-0.99167731989929,0.0,1.0,0.0,1.0,0.0,1.0,4455089.7,4323621.35,4684806.7,4524419.465714285,4298299.867333333,15.309557977826827,15.316198116514087,4484770.553548387,1.004692603566473,113,0,0,0,0,0,0,0,0,48367.0,38529.0,0,0.0,0
2023-05-16,2023,5,16,1,136,20,2,0,0,0,0,1,3968,0.717676913675962,-0.6963762255968722,-0.9995462806873573,-0.03012030484690836,0.6744436188329453,0.7383263540031066,0.060213277365793266,-0.9981855344718586,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,4323621.35,4158982.96,3549112.31,4677530.06,4350490.693,15.279604115814182,15.316198116514087,4484770.553548387,1.004727445627265,114,0,0,0,0,0,0,0,0,37310.0,29184.0,0,0.0,0
2023-05-17,2023,5,17,2,137,20,2,0,0,0,0,1,3969,0.705583610107178,-0.7086266782644596,-0.9999907397361901,0.004303538296243821,0.7116566222817747,0.702527474169157,-0.008606996888687764,-0.9999629591162655,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4158982.96,6094171.87,4795038.58,4498587.605714286,4444900.924,15.24078136202129,15.316198116514087,4484770.553548387,1.004762288896356,115,0,0,0,0,0,0,0,0,39183.0,30677.0,0,0.0,0
2023-05-18,2023,5,18,3,138,20,2,0,0,0,0,1,3970,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,0.7469720876965548,0.664855397964287,-0.07738647923346208,-0.9970011699250152,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,6094171.87,5824908.18,5057797.75,4445208.934285714,4580978.489333333,15.622843605371921,15.316198116514087,4484770.553548387,1.0047971333737884,116,0,0,0,0,0,0,0,0,39338.0,28360.0,0,0.0,0
2023-05-19,2023,5,19,4,139,20,2,0,0,0,0,1,3971,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,0.7802958510707751,0.6254105729852468,-0.14579919691987506,-0.9893142039703663,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,5824908.18,2226534.2,5434543.62,4523092.654285714,4674997.951666666,15.577653965878183,15.316198116514087,4484770.553548387,1.0048319790596034,117,0,0,0,0,0,0,0,0,50386.0,38175.0,0,0.0,0
2023-05-20,2023,5,20,5,140,20,2,1,0,0,0,1,3972,0.6680638642135335,-0.7441039398713607,-0.994217906893952,0.10738134666416306,0.8115390590073613,0.5842981736283681,-0.2135209154397961,-0.9769384927771817,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,2226534.2,4033154.28,4310539.38,4426458.212857143,4834757.679,14.615957213185508,15.316198116514087,4484770.553548387,1.0048668259538434,118,0,0,0,0,0,0,0,0,36419.0,28338.0,0,0.0,0
2023-05-21,2023,5,21,6,141,20,2,1,0,0,0,2,3973,0.6551563572090853,-0.7554933140726803,-0.989932495087353,0.141540295217043,0.8406184056344775,0.5416278206559824,-0.28023067519921585,-0.9599326896597447,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,4033154.28,5000275.74,3846392.54,4466974.698571429,4816179.393666667,15.210059575469876,15.316198116514087,4484770.553548387,1.0049016740565502,119,0,0,0,0,0,0,0,0,49387.0,40268.0,0,0.0,0
2023-05-22,2023,5,22,0,142,21,2,0,0,0,0,2,3974,0.6420547132365637,-0.766658819300159,-0.9844738167520923,0.17553149042142777,0.8674563547295968,0.49751328890718066,-0.3456123126707326,-0.9383773917408644,0.0,1.0,0.0,1.0,0.0,1.0,5000275.74,3647180.26,3987573.28,4535515.35,4829960.755333333,15.425003816866731,15.316198116514087,4484770.553548387,1.0049365233677656,120,0,0,0,0,0,0,0,0,42073.0,31253.0,0,0.0,0
2023-05-23,2023,5,23,1,143,21,2,0,0,0,0,2,3975,0.6287628145958344,-0.7775971469736269,-0.9778483415056567,0.20931464596304888,0.8919813464595485,0.45207220393230413,-0.4093559588156221,-0.912374757970727,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3647180.26,4442598.36,3822459.48,4601131.108571429,4812645.9476666665,15.10946516967997,15.316198116514087,4484770.553548387,1.0049713738875314,121,0,0,0,0,0,0,0,0,36172.0,29099.0,0,0.0,0
2023-05-24,2023,5,24,2,144,21,2,0,0,0,0,2,3976,0.6152845999633276,-0.7883050558305255,-0.970063921851507,0.2428497220959358,0.9141279881853336,0.40542572835999774,-0.47115950767386416,-0.8820480249558535,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4442598.36,6573956.43,4915453.17,4804865.637142858,4852809.117333334,15.306750204545864,15.316198116514087,4484770.553548387,1.0050062256158898,122,0,0,0,0,0,0,0,0,41157.0,31416.0,0,0.0,0
2023-05-25,2023,5,25,3,145,21,2,0,0,0,0,2,3977,0.6016240632249226,-0.7987793728863649,-0.9611297838723007,0.27609697309746883,0.933837228822925,0.3576982388331259,-0.5307300481619333,-0.8475409228928311,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,6573956.43,6284218.49,7320510.07,4689268.717142857,4876169.558333334,15.698626557675752,15.316198116514087,4484770.553548387,1.0050410785528827,123,0,0,0,0,0,0,0,0,45321.0,35057.0,0,0.0,0
2023-05-26,2023,5,26,4,146,21,2,0,0,0,0,2,3978,0.5877852522924732,-0.8090169943749473,-0.9510565162951536,0.30901699437494723,0.9510565162951538,0.30901699437494684,-0.5877852522924728,-0.8090169943749477,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,6284218.49,3652675.9,6925957.27,4736008.647142857,4841187.656666666,15.653552206137228,15.316198116514087,4484770.553548387,1.0050759326985519,124,0,0,0,0,0,0,0,0,44370.0,32896.0,0,0.0,0
2023-05-27,2023,5,27,5,147,21,2,1,0,0,0,2,3979,0.5737722679043246,-0.8190148866680801,-0.9398560579418953,0.341570769167856,0.9657399376548549,0.2595117970697999,-0.6420547132365644,-0.7666588193001584,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,3652675.9,3223975.84,4630943.52,5380483.181428571,4808593.165999999,15.110970854014596,15.316198116514087,4484770.553548387,1.0051107880529393,125,0,0,0,0,0,0,0,0,37986.0,27205.0,0,0.0,0
2023-05-28,2023,5,28,6,148,21,2,1,0,0,0,2,3980,0.5595892624101765,-0.8287700871745038,-0.9275416835791965,0.3737197147904692,0.9778483415056568,0.2093146459630485,-0.6932812268869779,-0.7206671495538607,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3223975.84,5327455.25,8887935.6,5961992.897142857,4798941.517333332,14.986126198960024,15.316198116514087,4484770.553548387,1.0051456446160867,126,0,0,0,0,0,0,0,0,41345.0,30685.0,0,0.0,0
2023-05-29,2023,5,29,0,149,22,2,0,0,0,0,2,3981,0.545240438540651,-0.8382797052177744,-0.9141279881853337,0.4054257283599973,0.9873494423939863,0.15855938510313522,-0.7412220108485958,-0.6712599575675313,0.0,1.0,0.0,1.0,0.0,1.0,5327455.25,8158502.0,7996369.9,6219051.035714285,4835026.131666666,15.488384430814198,15.316198116514087,4484770.553548387,1.0051805023880362,127,0,0,0,0,0,0,0,0,42319.0,33504.0,0,0.0,0
2023-05-30,2023,5,30,1,150,22,2,0,0,0,0,2,3982,0.5307300481619334,-0.8475409228928311,-0.8996308696522434,0.4366512319560638,0.9942179068939518,0.10738134666416355,-0.7856498550787143,-0.6186714032625035,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,8158502.0,8513166.37,7479521.04,6510653.754285715,4828838.034,15.914571254227848,15.316198116514087,4484770.553548387,1.00521536136883,128,0,0,0,0,0,0,0,0,43665.0,35277.0,0,0.0,0
2023-05-31,2023,5,31,2,151,22,2,0,1,0,0,2,3983,0.5160623910158528,-0.8565509959010036,-0.8840675099433637,0.46735921715800205,0.9984354211555643,0.055916990100603504,-0.8263541987239093,-0.563150724274919,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,8513166.37,8373363.4,6960798.21,6929631.831428572,4841789.736,15.957124625192135,15.316198116514087,4484770.553548387,1.0052502215585093,129,0,0,0,0,0,0,0,0,32603.0,24732.0,0,0.0,0
2023-06-01,2023,6,1,3,152,22,2,0,0,1,0,0,3984,0.5012418134457758,-0.865307254363206,-0.8674563547295971,0.4975132889071803,0.9999907397361901,0.004303538296245199,-0.863142128049911,-0.5049610547215212,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,8373363.4,8325437.52,6367799.03,6897485.628571428,4863329.808666666,15.940566321080363,15.32558811542318,4527080.889666666,1.0052850829571167,130,0,0,0,0,0,0,0,0,38689.0,28947.0,0,0.0,0
2023-06-02,2023,6,2,4,153,22,2,0,0,0,0,0,3985,0.48627270710868997,-0.8738071036110808,-0.8498170915275277,0.5270777086423724,0.9988797155850336,-0.04732138832243183,-0.8958392907349091,-0.44437817810461283,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,8325437.52,6585522.44,2524112.16,6557206.562857144,4862826.288333333,15.934826267518574,15.32558811542318,4527080.889666666,1.0053199455646937,131,0,0,0,0,0,0,0,0,38883.0,28520.0,0,0.0,0
2023-06-03,2023,6,3,5,154,22,2,1,0,0,0,0,3986,0.4711595076738638,-0.8820480249558537,-0.8311706263658079,0.5560174366570446,0.9951053111006976,-0.09882013873287163,-0.9242907221930933,-0.3816892202666588,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,6585522.44,2998952.42,2884765.01,5834686.134285714,4823499.716000001,15.700384379749806,15.32558811542318,4527080.889666666,1.0053548093812823,132,0,0,0,0,0,0,0,0,47464.0,35006.0,0,0.0,0
2023-06-04,2023,6,4,6,155,22,2,1,0,0,0,0,3987,0.4559066935084588,-0.8900275764346767,-0.8115390590073611,0.5842981736283683,0.9886775902323405,-0.15005539834465212,-0.9483615800121715,-0.31719128858910617,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,2998952.42,2945501.79,3795966.84,5143267.909999999,4789928.8056666665,14.913773925766577,15.32558811542318,4527080.889666666,1.0053896744069248,133,0,0,0,0,0,0,0,0,42514.0,30168.0,0,0.0,0
2023-06-05,2023,6,5,0,156,23,2,0,0,0,0,0,3988,0.440518784350495,-0.8977433935342337,-0.7909456567567774,0.6118864012687242,0.9796136916454901,-0.2008905551306348,-0.9679377830240641,-0.2511900638848198,0.0,1.0,0.0,1.0,0.0,1.0,2945501.79,3100859.0,3757477.99,4473758.838571428,4842213.872666666,14.895790087151035,15.32558811542318,4527080.889666666,1.0054245406416626,134,0,0,0,0,0,0,0,0,47723.0,37307.0,0,0.0,0
2023-06-06,2023,6,6,1,157,23,2,0,0,0,0,0,3989,0.42500033996955416,-0.9051931898913974,-0.7694148268839381,0.6387494220515268,0.9679377830240643,-0.2511900638848191,-0.982926551979982,-0.18399835165768097,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3100859.0,3673238.8,3948452.32,3658558.9271428576,4818543.082333333,14.94719005033658,15.32558811542318,4527080.889666666,1.005459408085538,135,0,0,0,0,0,0,0,0,41983.0,34144.0,0,0.0,0
2023-06-07,2023,6,7,2,158,23,2,0,0,0,0,0,3990,0.4093559588156213,-0.9123747579707273,-0.7469720876965551,0.6648553979642866,0.9536809966304456,-0.3008198076356675,-0.9932568492674143,-0.11593459959550002,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,3673238.8,3686799.9,3733884.76,3199133.437142857,4794261.827333333,15.116584609901832,15.32558811542318,4527080.889666666,1.0054942767385926,136,0,0,0,0,0,0,0,0,49231.0,39865.0,0,0.0,0
2023-06-08,2023,6,8,3,159,23,2,0,0,0,0,0,3991,0.39359027665646673,-0.9192859697186104,-0.7236440382959124,0.690173388242972,0.9368813462954314,-0.34964745525122864,-0.9988797155850336,-0.04732138832243168,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,3686799.9,2619038.14,3994102.54,3408366.6,4845432.689,15.120269675215754,15.32558811542318,4527080.889666666,1.0055291466008687,137,0,0,0,0,0,0,0,0,41338.0,31512.0,0,0.0,0
2023-06-09,2023,6,9,4,160,23,2,0,0,0,0,0,3992,0.3777079652039649,-0.9259247771938498,-0.6994583270516471,0.7146733860429608,0.9175836260593944,-0.3975428142825545,-0.9997685019798909,0.021516097436221987,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,2619038.14,3369544.01,3221511.31,3639247.7457142854,4806577.184666666,14.778318068013537,15.32558811542318,4527080.889666666,1.005564017672408,138,0,0,0,0,0,0,0,0,44804.0,32533.0,0,0.0,0
2023-06-10,2023,6,10,5,161,23,2,1,0,0,0,0,3993,0.36171373072976765,-0.9322892131745133,-0.6744436188329457,0.7383263540031063,0.8958392907349094,-0.44437817810461216,-0.9959189961471792,0.09025161003104046,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,3369544.01,4463584.56,3618435.07,3799291.038571428,4731921.606333333,15.030288281344186,15.32558811542318,4527080.889666666,1.0055988899532526,139,0,0,0,0,0,0,0,0,40361.0,29408.0,0,0.0,0
2023-06-11,2023,6,11,6,162,23,2,1,0,0,0,1,3994,0.3456123126707335,-0.9383773917408641,-0.6486295610349818,0.7611042586607742,0.8717063187093216,-0.4900286664290598,-0.9873494423939866,0.1585593851031336,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,4463584.56,4561669.81,3349171.43,3966491.318571429,4644140.069000001,15.311462938231546,15.32558811542318,4527080.889666666,1.0056337634434442,140,0,0,0,0,0,0,0,0,44509.0,36216.0,0,0.0,0
2023-06-12,2023,6,12,0,163,24,2,0,0,0,0,1,3995,0.3294084822245304,-0.9441875088341993,-0.622046748440868,0.7829801036770624,0.8452490573530637,-0.5343725582809781,-0.9741004551724208,0.22611568550828692,0.0,1.0,0.0,1.0,0.0,1.0,4561669.81,4221162.05,4007931.92,4149780.4085714286,4632847.490666667,15.333199520082147,15.32558811542318,4527080.889666666,1.005668638143025,141,0,0,0,0,0,0,0,0,44254.0,35441.0,0,0.0,0
2023-06-13,2023,6,13,1,164,24,2,0,0,0,0,1,3996,0.3131070409358269,-0.9497178427914316,-0.594726686960764,0.8039279618328208,0.8165380514459165,-0.5772916165517267,-0.9562348265919062,0.2926003356333468,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,4221162.05,4843640.76,4162142.95,4367614.581428571,4641430.4520000005,15.255621252305719,15.32558811542318,4527080.889666666,1.005703514052037,142,0,0,0,0,0,0,0,0,47786.0,37951.0,0,0.0,0
2023-06-14,2023,6,14,2,165,24,2,0,0,0,0,1,3997,0.29671281927349075,-0.9549667548552551,-0.5667017562911184,0.8239230057575536,0.7856498550787148,-0.6186714032625029,-0.9338372288229259,0.35769823883312357,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4843640.76,4969823.53,4740156.23,4588304.68,4657160.355333333,15.393177425511531,15.32558811542318,4527080.889666666,1.0057383911705216,143,0,0,0,0,0,0,0,0,40529.0,32509.0,0,0.0,0
2023-06-15,2023,6,15,3,166,24,2,0,0,0,0,1,3998,0.28023067519921585,-0.9599326896597447,-0.5380051715382992,0.8429415373547832,0.7526668275320086,-0.6584015846980485,-0.9070138128026355,0.42110087079609054,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,4969823.53,4143877.35,5807751.43,4638904.1528571425,4627393.105,15.418895091614536,15.32558811542318,4527080.889666666,1.0057732694985213,144,0,0,0,0,0,0,0,0,43670.0,35143.0,0,0.0,0
2023-06-16,2023,6,16,4,167,24,2,0,0,0,0,1,3999,0.26366549272800704,-0.9646141756912435,-0.5086709438521042,0.8609610158889945,0.7176769136759622,-0.696376225596872,-0.8758917051442426,0.48250774176121897,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,4143877.35,4914374.7,4316861.14,4529392.21,4527080.889666666,15.237142706795588,15.32558811542318,4527080.889666666,1.0058081490360777,145,0,0,0,0,0,0,0,0,35734.0,26473.0,0,0.0,0
2023-06-17,2023,6,17,5,168,24,2,1,0,0,0,1,4000,0.24702218048093552,-0.9690098257244062,-0.4787338401157883,0.8779600847008883,0.6807734094770164,-0.7324940716135787,-0.840618405634478,0.5416278206559817,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,4914374.7,4817780.87,3596996.21,4401087.712857143,4419638.183666667,15.40767528416718,15.32558811542318,4527080.889666666,1.005843029783233,146,0,0,0,0,0,0,0,0,40803.0,32200.0,0,0.0,0
2023-06-18,2023,6,18,6,169,24,2,1,0,0,0,1,4001,0.23030567023061221,-0.9731183372332619,-0.4482293417404106,0.893918596519257,0.6420547132365636,-0.7666588193001591,-0.8013610881746766,0.5981809144059164,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,4817780.87,3795086.21,3113780.62,4319401.617142857,4295184.424333333,15.387824187159454,15.32558811542318,4527080.889666666,1.0058779117400292,147,0,0,0,0,0,0,0,0,41578.0,30956.0,0,0.0,0
2023-06-19,2023,6,19,0,170,25,2,0,0,0,0,1,4002,0.21352091543979612,-0.9769384927771817,-0.41719360261231697,0.9088176373395028,0.6016240632249223,-0.798779372886365,-0.7583058084785628,0.6518989958787123,0.0,1.0,0.0,1.0,0.0,1.0,3795086.21,3323030.57,3454322.45,4349756.271428571,4191908.0763333333,15.14921794878498,15.32558811542318,4527080.889666666,1.0059127949065079,148,0,0,0,0,0,0,0,0,40028.0,30573.0,0,0.0,0
2023-06-20,2023,6,20,1,171,25,2,0,0,0,0,1,4003,0.19667288979357647,-0.980469160361632,-0.38566340624360745,0.9226395488404875,0.5595892624101764,-0.8287700871745038,-0.7116566222817752,0.7025274741691564,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3323030.57,4271838.09,3814525.81,4225907.111428572,4132227.850333333,15.016388047743002,15.32558811542318,4527080.889666666,1.0059476792827113,149,0,0,0,0,0,0,0,0,44660.0,35988.0,0,0.0,0
2023-06-21,2023,6,21,2,172,25,2,0,0,0,0,2,4004,0.1797665857255624,-0.9837092937736097,-0.3536761221763721,0.935367949313148,0.5160623910158538,-0.8565509959010029,-0.6616346182422791,0.7498264012045678,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4271838.09,5182306.11,5129834.24,4143037.7371428567,4070019.293666667,15.267554992714278,15.32558811542318,4527080.889666666,1.0059825648686813,150,0,0,0,0,0,0,0,0,42645.0,33601.0,0,0.0,0
2023-06-22,2023,6,22,3,173,25,2,0,0,0,0,2,4005,0.16280701293851715,-0.986657932891657,-0.32126966169236515,0.9469877530760751,0.4711595076738632,-0.882048024955854,-0.6084768701151273,0.7935716089521465,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,5182306.11,3276933.23,5015283.26,3976322.237142857,4033427.8356666667,15.460760903110746,15.32558811542318,4527080.889666666,1.00601745166446,151,0,0,0,0,0,0,0,0,45359.0,34260.0,0,0.0,0
2023-06-23,2023,6,23,4,174,25,2,0,0,0,0,2,4006,0.1457991969198751,-0.9893142039703663,-0.2884824328806098,0.9574851883550389,0.4250003399695548,-0.9051931898913971,-0.5524353131676212,0.8335557718385689,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,3276933.23,4334289.08,3255836.16,3907581.1428571427,3983592.2556666667,15.002418857293398,15.32558811542318,4527080.889666666,1.006052339670089,152,0,0,0,0,0,0,0,0,44936.0,31522.0,0,0.0,0
2023-06-24,2023,6,24,5,175,25,2,1,0,0,0,2,4007,0.12874817745258132,-0.99167731989929,-0.2553532951161881,0.9668478136052773,0.37770796520396555,-0.9259247771938496,-0.49377555015997915,0.8695893893466099,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,4334289.08,3650772.37,3202321.56,3930214.5871428573,3923401.529,15.282068390079994,15.32558811542318,4527080.889666666,1.0060872288856106,153,0,0,0,0,0,0,0,0,45490.0,33696.0,0,0.0,0
2023-06-25,2023,6,25,6,176,25,2,1,0,0,0,2,4008,0.11165900712169512,-0.993746580436178,-0.22192151300416674,0.9750645322571945,0.3294084822245307,-0.9441875088341992,-0.4327755925504335,0.9015016841318829,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3650772.37,3313898.55,3938214.81,4148430.9099999997,3902391.834333333,15.110449585306593,15.32558811542318,4527080.889666666,1.0061221193110665,154,0,0,0,0,0,0,0,0,47230.0,37140.0,0,0.0,0
2023-06-26,2023,6,26,0,177,26,2,0,0,0,0,2,4009,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,0.2802306751992165,-0.9599326896597444,-0.3697245428906726,0.9291414114031745,0.0,1.0,0.0,1.0,0.0,1.0,3313898.55,3481464.68,4255543.96,4446027.821428572,3865074.3963333336,15.013636165706608,15.32558811542318,4527080.889666666,1.0061570109464988,155,0,0,0,0,0,0,0,0,50947.0,37063.0,0,0.0,0
2023-06-27,2023,6,27,1,178,26,2,0,0,0,0,2,4010,0.07738647923346301,-0.9970011699250151,-0.154308820664281,0.9880226656636976,0.23030567023061246,-0.9731183372332619,-0.3049212246562888,0.9523775757303975,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3481464.68,5799352.35,5907160.01,4764151.632857143,3819128.513,15.062963935496244,15.32558811542318,4527080.889666666,1.0061919037919496,156,0,0,0,0,0,0,0,0,44325.0,33965.0,0,0.0,0
2023-06-28,2023,6,28,2,179,26,2,0,0,0,0,2,4011,0.06021327736579302,-0.9981855344718586,-0.12020804489935275,0.9927487224577402,0.1797665857255622,-0.9837092937736098,-0.23867276600595022,0.9711000518829503,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,5799352.35,7265484.49,5094915.79,4880693.51,3776239.5810000002,15.573256977921712,15.32558811542318,4527080.889666666,1.0062267978474606,157,0,0,0,0,0,0,0,0,48458.0,35647.0,0,0.0,0
2023-06-29,2023,6,29,3,180,26,2,0,0,0,0,2,4012,0.04302223300453059,-0.99907411510223,-0.0859647987374467,0.9962981749346077,0.1287481774525807,-0.99167731989929,-0.17129314418147804,0.9852201067560605,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,7265484.49,5503799.91,4975867.15,5015129.562857143,3746600.768666667,15.798645678631265,15.32558811542318,4527080.889666666,1.006261693113074,158,0,0,0,0,0,0,0,0,44124.0,31005.0,0,0.0,0
